Permission name,Type,ID
Team.ReadBasic.All,Application,2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e
TeamMember.Read.All,Application,660b7406-55f1-41ca-a0ed-0b035e182f3e
TeamMember.ReadWrite.All,Application,0121dc95-1b9f-4aed-8bac-58c5ac466691
TeamMember.ReadWriteNonOwnerRole.All,Application,4437522e-9a86-4a41-a7da-e380edd4a97d
TeamsActivity.Read.All,Application,70dec828-f620-4914-aa83-a29117306807
TeamsActivity.Send,Application,a267235f-af13-44dc-8385-c1dc93023186
TeamsAppInstallation.ReadForChat.All,Application,cc7e7635-2586-41d6-adaa-a8d3bcad5ee5
TeamsAppInstallation.ReadForTeam.All,Application,1f615aea-6bf9-4b05-84bd-46388e138537
TeamsAppInstallation.ReadForUser.All,Application,9ce09611-f4f7-4abd-a629-a05450422a97
TeamsAppInstallation.ReadWriteAndConsentForChat.All,Application,6e74eff9-4a21-45d6-bc03-3a20f61f8281
TeamsAppInstallation.ReadWriteAndConsentForTeam.All,Application,b0c13be0-8e20-4bc5-8c55-963c23a39ce9
TeamsAppInstallation.ReadWriteAndConsentForUser.All,Application,32ca478f-f89e-41d0-aaf8-101deb7da510
TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,Application,ba1ba90b-2d8f-487e-9f16-80728d85bb5c
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All,Application,1e4be56c-312e-42b8-a2c9-009600d732c0
TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All,Application,a87076cf-6abd-4e56-8559-4dbdf41bef96
TeamsAppInstallation.ReadWriteForChat.All,Application,9e19bae1-2623-4c4f-ab6e-2664615ff9a0
TeamsAppInstallation.ReadWriteForTeam.All,Application,5dad17ba-f6cc-4954-a5a2-a0dcc95154f0
TeamsAppInstallation.ReadWriteForUser.All,Application,74ef0291-ca83-4d02-8c7e-d2391e6a444f
TeamsAppInstallation.ReadWriteSelfForChat.All,Application,73a45059-f39c-4baf-9182-4954ac0e55cf
TeamsAppInstallation.ReadWriteSelfForTeam.All,Application,9f67436c-5415-4e7f-8ac1-3014a7132630
TeamsAppInstallation.ReadWriteSelfForUser.All,Application,908de74d-f8b2-4d6b-a9ed-2a17b3b78179
TeamSettings.Read.All,Application,242607bd-1d2c-432c-82eb-bdb27baa23ab
TeamSettings.ReadWrite.All,Application,bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f
TeamsTab.Create,Application,49981c42-fd7b-4530-be03-e77b21aed25e
TeamsTab.Read.All,Application,46890524-499a-4bb2-ad64-1476b4f3e1cf
TeamsTab.ReadWrite.All,Application,a96d855f-016b-47d7-b51c-1218a98d791c
TeamsTab.ReadWriteForChat.All,Application,fd9ce730-a250-40dc-bd44-8dc8d20f39ea
TeamsTab.ReadWriteForTeam.All,Application,6163d4f4-fbf8-43da-a7b4-060fe85ed148
TeamsTab.ReadWriteForUser.All,Application,425b4b59-d5af-45c8-832f-bb0b7402348a
TeamsTab.ReadWriteSelfForChat.All,Application,9f62e4a2-a2d6-4350-b28b-d244728c4f86
TeamsTab.ReadWriteSelfForTeam.All,Application,91c32b81-0ef0-453f-a5c7-4ce2e562f449
TeamsTab.ReadWriteSelfForUser.All,Application,3c42dec6-49e8-4a0a-b469-36cff0d9da93
TeamTemplates.Read.All,Application,6323133e-1f6e-46d4-9372-ac33a0870636
Teamwork.Migrate.All,Application,dfb0dd15-61de-45b2-be36-d6a69fba3c79
TeamworkAppSettings.Read.All,Application,475ebe88-f071-4bd7-af2b-642952bd4986
TeamworkAppSettings.ReadWrite.All,Application,ab5b445e-8f10-45f4-9c79-dd3f8062cc4e
TeamworkDevice.Read.All,Application,0591bafd-7c1c-4c30-a2a5-2b9aacb1dfe8
TeamworkDevice.ReadWrite.All,Application,79c02f5b-bd4f-4713-bc2c-a8a4a66e127b
TeamworkTag.Read.All,Application,b74fd6c4-4bde-488e-9695-eeb100e4907f
TeamworkTag.ReadWrite.All,Application,a3371ca5-911d-46d6-901c-42c8c7a937d8
TermStore.Read.All,Application,ea047cc2-df29-4f3e-83a3-205de61501ca
TermStore.ReadWrite.All,Application,f12eb8d6-28e3-46e6-b2c0-b7e4dc69fc95
ThreatAssessment.Read.All,Application,f8f035bb-2cce-47fb-8bf5-7baf3ecbee48
ThreatHunting.Read.All,Application,dd98c7f5-2d42-42d3-a0e4-633161547251
ThreatIndicators.Read.All,Application,197ee4e9-b993-4066-898f-d6aecc55125b
ThreatIndicators.ReadWrite.OwnedBy,Application,21792b6c-c986-4ffc-85de-df9da54b52fa
ThreatIntelligence.Read.All,Application,e0b77adb-e790-44a3-b0a0-257d06303687
ThreatSubmission.Read.All,Application,86632667-cd15-4845-ad89-48a88e8412e1
ThreatSubmission.ReadWrite.All,Application,d72bdbf4-a59b-405c-8b04-5995895819ac
ThreatSubmissionPolicy.ReadWrite.All,Application,926a6798-b100-4a20-a22f-a4918f13951d
TrustFrameworkKeySet.Read.All,Application,fff194f1-7dce-4428-8301-1badb5518201
TrustFrameworkKeySet.ReadWrite.All,Application,4a771c9a-1cf2-4609-b88e-3d3e02d539cd
User.EnableDisableAccount.All,Application,3011c876-62b7-4ada-afa2-506cbbecc68c
User.Export.All,Application,405a51b5-8d8d-430b-9842-8be4b0e9f324
User.Invite.All,Application,09850681-111b-4a89-9bed-3f2cae46d706
User.ManageIdentities.All,Application,c529cfca-c91b-489c-af2b-d92990b66ce6
User.Read.All,Application,df021288-bdef-4463-88db-98f22de89214
User.ReadWrite.All,Application,741f803b-c850-494e-b5df-cde7c675a1ca
UserAuthenticationMethod.Read.All,Application,38d9df27-64da-44fd-b7c5-a6fbac20248f
UserAuthenticationMethod.ReadWrite.All,Application,50483e42-d915-4231-9639-7fdb7fd190e5
User-LifeCycleInfo.Read.All,Application,8556a004-db57-4d7a-8b82-97a13428e96f
User-LifeCycleInfo.ReadWrite.All,Application,925f1248-0f97-47b9-8ec8-538c54e01325
UserNotification.ReadWrite.CreatedByApp,Application,4e774092-a092-48d1-90bd-baad67c7eb47
UserShiftPreferences.Read.All,Application,de023814-96df-4f53-9376-1e2891ef5a18
UserShiftPreferences.ReadWrite.All,Application,d1eec298-80f3-49b0-9efb-d90e224798ac
VirtualAppointment.Read.All,Application,d4f67ec2-59b5-4bdc-b4af-d78f6f9c1954
VirtualAppointment.ReadWrite.All,Application,bf46a256-f47d-448f-ab78-f226fff08d40
VirtualEvent.Read.All,Application,1dccb351-c4e4-4e09-a8d1-7a9ecbf027cc
WindowsUpdates.ReadWrite.All,Application,7dd1be58-6e76-4401-bf8d-31d1e8180d5b
WorkforceIntegration.ReadWrite.All,Application,202bf709-e8e6-478e-bcfd-5d63c50b68e3
